transaction_id,sku,quantity,unit_price,total_amount,sale_date,channel
536409-529,21824,3,1.45,4.35,2010-01-12,online
536409-530,21823,3,1.45,4.35,2010-01-12,online
536409-531,22153,6,0.42,2.52,2010-01-12,online
536409-532,22197,2,0.85,1.7,2010-01-12,online
536409-533,85099B,2,1.95,3.9,2010-01-12,online
536409-534,85099F,1,1.95,1.95,2010-01-12,online
536409-535,20717,1,1.25,1.25,2010-01-12,online
536409-536,20723,1,0.85,0.85,2010-01-12,online
536409-537,22900,1,2.95,2.95,2010-01-12,online
536409-538,21980,12,0.29,3.48,2010-01-12,online
536409-539,22111,1,4.95,4.95,2010-01-12,online
536409-540,22112,1,4.95,4.95,2010-01-12,online
536412-541,20728,3,1.65,4.95,2010-01-12,online
536412-542,22382,3,1.65,4.95,2010-01-12,online
536412-543,22326,1,2.95,2.95,2010-01-12,online
536412-544,22662,4,1.65,6.6,2010-01-12,online
536412-545,22383,3,1.65,4.95,2010-01-12,online
536412-546,20727,3,1.65,4.95,2010-01-12,online
536412-547,22328,1,2.95,2.95,2010-01-12,online
536412-548,22327,1,2.95,2.95,2010-01-12,online
536412-549,22630,1,1.95,1.95,2010-01-12,online
536412-550,22629,1,1.95,1.95,2010-01-12,online
536412-551,21245,1,1.69,1.69,2010-01-12,online
536412-552,21244,1,1.69,1.69,2010-01-12,online
536412-553,21242,1,1.69,1.69,2010-01-12,online
536412-554,21243,1,1.69,1.69,2010-01-12,online
536412-555,22327,1,2.95,2.95,2010-01-12,online
536412-556,22273,1,2.95,2.95,2010-01-12,online
536412-557,22940,3,4.25,12.75,2010-01-12,online
536412-558,22652,5,1.65,8.25,2010-01-12,online
536412-559,22759,1,1.65,1.65,2010-01-12,online
536412-560,21880,10,0.65,6.5,2010-01-12,online
536412-561,21738,1,2.95,2.95,2010-01-12,online
536412-562,22077,1,1.65,1.65,2010-01-12,online
536412-563,85049E,3,1.25,3.75,2010-01-12,online
536412-564,22961,24,1.45,34.8,2010-01-12,online
536412-565,21448,2,1.65,3.3,2010-01-12,online
536412-566,22837,3,4.65,13.95,2010-01-12,online
536412-567,22749,2,3.75,7.5,2010-01-12,online
536412-568,22940,1,4.25,4.25,2010-01-12,online
536412-569,22749,1,3.75,3.75,2010-01-12,online
536412-570,22077,2,1.65,3.3,2010-01-12,online
536412-571,21738,2,2.95,5.9,2010-01-12,online
536412-572,85049E,1,1.25,1.25,2010-01-12,online
536412-573,22243,6,1.65,9.9,2010-01-12,online
536412-574,22141,1,2.1,2.1,2010-01-12,online
536412-575,22144,2,2.1,4.2,2010-01-12,online
536412-576,22243,3,1.65,4.95,2010-01-12,online
536412-577,22077,7,1.65,11.55,2010-01-12,online
536412-578,21448,1,1.65,1.65,2010-01-12,online
536412-579,22759,5,1.65,8.25,2010-01-12,online
536412-580,22242,5,1.65,8.25,2010-01-12,online
536412-581,85049E,12,1.25,15,2010-01-12,online
536412-582,21731,5,1.65,8.25,2010-01-12,online
536412-583,22243,1,1.65,1.65,2010-01-12,online
536412-584,21739,2,2.95,5.9,2010-01-12,online
536412-585,21738,5,2.95,14.75,2010-01-12,online
536412-586,22271,2,2.95,5.9,2010-01-12,online
536412-587,22273,1,2.95,2.95,2010-01-12,online
536412-588,22274,2,2.95,5.9,2010-01-12,online
536412-589,22749,1,3.75,3.75,2010-01-12,online
536412-590,22751,2,3.75,7.5,2010-01-12,online
536412-591,21034,1,0.95,0.95,2010-01-12,online
536412-592,22273,2,2.95,5.9,2010-01-12,online
536412-593,22568,3,3.75,11.25,2010-01-12,online
536412-594,22141,1,2.1,2.1,2010-01-12,online
536412-595,22144,1,2.1,2.1,2010-01-12,online
536412-596,22570,3,3.75,11.25,2010-01-12,online
536412-597,22569,2,3.75,7.5,2010-01-12,online
536412-598,21448,1,1.65,1.65,2010-01-12,online
536412-599,22086,1,2.95,2.95,2010-01-12,online
536412-600,22569,2,3.75,7.5,2010-01-12,online
536412-601,21448,2,1.65,3.3,2010-01-12,online
536412-602,22968,4,9.95,39.8,2010-01-12,online
536412-603,22902,7,2.1,14.7,2010-01-12,online
536412-604,21448,2,1.65,3.3,2010-01-12,online
536412-605,22902,7,2.1,14.7,2010-01-12,online
536412-606,21710,1,4.95,4.95,2010-01-12,online
536412-607,21708,1,4.95,4.95,2010-01-12,online
536412-608,21711,1,4.95,4.95,2010-01-12,online
536412-609,22179,2,6.75,13.5,2010-01-12,online
536412-610,22197,5,0.85,4.25,2010-01-12,online
536412-611,22900,2,2.95,5.9,2010-01-12,online
536412-612,21706,1,4.95,4.95,2010-01-12,online
536412-613,22468,2,6.75,13.5,2010-01-12,online
536412-614,20725,1,1.65,1.65,2010-01-12,online
536412-615,85184C,1,2.95,2.95,2010-01-12,online
536412-616,21708,1,4.95,4.95,2010-01-12,online
536412-617,22900,2,2.95,5.9,2010-01-12,online
536412-618,21706,1,4.95,4.95,2010-01-12,online
536412-619,22988,6,1.25,7.5,2010-01-12,online
536412-620,85184C,1,2.95,2.95,2010-01-12,online
536412-621,20750,1,7.95,7.95,2010-01-12,online
536415-623,22952,10,0.55,5.5,2010-01-12,online
536415-624,22910,5,2.95,14.75,2010-01-12,online
536415-625,22739,3,1.65,4.95,2010-01-12,online
536415-626,22738,3,1.65,4.95,2010-01-12,online
536415-627,22736,3,1.65,4.95,2010-01-12,online
536415-628,22909,5,0.85,4.25,2010-01-12,online
536415-629,35591T,2,1.25,2.5,2010-01-12,online
536415-630,22186,5,2.95,14.75,2010-01-12,online
536415-631,22695,3,1.45,4.35,2010-01-12,online
536415-632,22470,1,2.95,2.95,2010-01-12,online
536415-633,22580,1,5.95,5.95,2010-01-12,online
536415-634,22469,5,1.65,8.25,2010-01-12,online
536415-635,22147,4,1.45,5.8,2010-01-12,online
536415-636,22130,6,0.85,5.1,2010-01-12,online
536415-637,21791,3,1.25,3.75,2010-01-12,online
536415-638,22694,5,2.1,10.5,2010-01-12,online
536415-639,21790,3,0.85,2.55,2010-01-12,online
536415-640,22149,4,2.1,8.4,2010-01-12,online
536415-641,22900,3,2.95,8.85,2010-01-12,online
536415-642,22961,3,1.45,4.35,2010-01-12,online
536415-643,22321,12,0.85,10.2,2010-01-12,online
536415-644,22594,5,0.85,4.25,2010-01-12,online
536415-645,22593,4,0.85,3.4,2010-01-12,online
536415-646,22595,6,0.85,5.1,2010-01-12,online
536415-647,21986,12,0.29,3.48,2010-01-12,online
536415-648,22750,2,3.75,7.5,2010-01-12,online
536415-649,22616,12,0.29,3.48,2010-01-12,online
536415-650,22775,1,1.25,1.25,2010-01-12,online
536415-651,22899,2,2.1,4.2,2010-01-12,online
536415-652,22367,3,1.95,5.85,2010-01-12,online
536415-653,22942,3,8.5,25.5,2010-01-12,online
536415-654,22941,3,8.5,25.5,2010-01-12,online
536415-655,22086,6,2.95,17.7,2010-01-12,online
536415-656,22940,2,4.25,8.5,2010-01-12,online
536415-657,21212,2,0.55,1.1,2010-01-12,online
536415-658,21976,2,0.55,1.1,2010-01-12,online
536415-659,22951,2,0.55,1.1,2010-01-12,online
536415-660,21977,3,0.55,1.65,2010-01-12,online
536415-661,22834,3,2.1,6.3,2010-01-12,online
536415-662,22867,3,2.1,6.3,2010-01-12,online
536415-663,22865,3,2.1,6.3,2010-01-12,online
536415-664,22632,3,2.1,6.3,2010-01-12,online
536415-665,21916,2,0.42,0.84,2010-01-12,online
536415-666,22587,4,0.85,3.4,2010-01-12,online
536415-667,22566,3,0.85,2.55,2010-01-12,online
536415-668,22565,3,0.85,2.55,2010-01-12,online
536415-669,22472,2,4.95,9.9,2010-01-12,online
536415-670,22557,3,1.65,4.95,2010-01-12,online
536415-671,22551,3,1.65,4.95,2010-01-12,online
536415-672,22554,3,1.65,4.95,2010-01-12,online
536415-673,22534,3,0.42,1.26,2010-01-12,online
536415-674,22531,3,0.42,1.26,2010-01-12,online
536415-675,22529,3,0.42,1.26,2010-01-12,online
536415-676,22530,3,0.42,1.26,2010-01-12,online
536415-677,84032B,3,2.95,8.85,2010-01-12,online
536415-678,22837,3,4.65,13.95,2010-01-12,online
536415-679,85049H,2,1.25,2.5,2010-01-12,online
536415-680,22749,2,3.75,7.5,2010-01-12,online
536415-681,22807,12,2.95,35.4,2010-01-12,online
536416-682,21494,12,1.25,15,2010-01-12,online
536416-683,21915,72,1.25,90,2010-01-12,online
536416-684,22938,12,1.95,23.4,2010-01-12,online
536416-685,22768,4,9.95,39.8,2010-01-12,online
536416-686,22767,4,9.95,39.8,2010-01-12,online
536416-687,82494L,6,2.95,17.7,2010-01-12,online
536420-688,21889,12,1.25,15,2010-01-12,online
536420-689,21892,12,1.25,15,2010-01-12,online
536420-690,21891,12,1.25,15,2010-01-12,online
536420-691,21890,6,2.95,17.7,2010-01-12,online
536420-692,21718,12,1.25,15,2010-01-12,online
536420-693,21716,8,2.55,20.4,2010-01-12,online
536420-694,21715,8,2.55,20.4,2010-01-12,online
536420-695,22113,4,3.75,15,2010-01-12,online
536420-696,22111,3,4.95,14.85,2010-01-12,online
536420-697,22110,6,2.55,15.3,2010-01-12,online
536420-698,22358,6,2.95,17.7,2010-01-12,online
536420-699,22357,4,4.25,17,2010-01-12,online
536420-700,22115,6,2.95,17.7,2010-01-12,online
536420-701,22969,12,1.45,17.4,2010-01-12,online
536423-702,22619,4,3.75,15,2010-01-12,online
536423-703,21481,6,2.95,17.7,2010-01-12,online
536423-704,22632,12,2.1,25.2,2010-01-12,online
536423-705,22837,8,4.65,37.2,2010-01-12,online
536423-706,21479,8,3.75,30,2010-01-12,online
536423-707,21485,8,4.95,39.6,2010-01-12,online
536423-708,84029E,8,3.75,30,2010-01-12,online
536423-709,22111,16,4.95,79.2,2010-01-12,online
536423-710,22113,8,3.75,30,2010-01-12,online
536425-711,22837,8,4.65,37.2,2010-01-12,online
536425-712,22585,12,1.25,15,2010-01-12,online
536425-713,79321,8,4.95,39.6,2010-01-12,online
536425-714,22637,12,2.55,30.6,2010-01-12,online
536425-715,21556,6,2.55,15.3,2010-01-12,online
536425-716,22646,12,1.45,17.4,2010-01-12,online
536425-717,22644,12,1.45,17.4,2010-01-12,online
536425-718,22645,12,1.45,17.4,2010-01-12,online
536425-719,22650,12,1.45,17.4,2010-01-12,online
536425-720,22508,8,3.75,30,2010-01-12,online
536425-721,21411,3,4.25,12.75,2010-01-12,online
536425-722,22511,4,3.75,15,2010-01-12,online
536425-723,22451,6,3.35,20.1,2010-01-12,online
536425-724,22449,6,3.35,20.1,2010-01-12,online
536425-725,22768,2,9.95,19.9,2010-01-12,online
536425-726,22829,2,9.95,19.9,2010-01-12,online
536425-727,22961,12,1.45,17.4,2010-01-12,online
536437-728,21154,200,1.06,212,2010-01-12,online
536437-729,22189,72,3.39,244.08,2010-01-12,online
536437-730,17021,600,0.24,144,2010-01-12,online
536437-731,22059,48,1.25,60,2010-01-12,online
536437-732,22188,36,3.39,122.04,2010-01-12,online
536437-733,84678,48,1.25,60,2010-01-12,online
536446-734,85172,32,0.42,13.44,2010-01-12,online
536446-735,22142,2,1.45,2.9,2010-01-12,online
536446-736,22144,2,2.1,4.2,2010-01-12,online
536446-737,21591,6,1.25,7.5,2010-01-12,online
536446-738,22480,12,1.25,15,2010-01-12,online
536446-739,22294,48,1.25,60,2010-01-12,online
536446-740,21156,1,1.95,1.95,2010-01-12,online
536446-741,10133,5,0.85,4.25,2010-01-12,online
536446-742,72800E,6,2.55,15.3,2010-01-12,online
536446-743,22294,24,1.25,30,2010-01-12,online
536446-744,84836,12,1.25,15,2010-01-12,online
536446-745,20774,2,1.65,3.3,2010-01-12,online
536446-746,20773,2,1.65,3.3,2010-01-12,online
536446-747,20777,2,1.65,3.3,2010-01-12,online
536446-748,16016,10,0.85,8.5,2010-01-12,online
536446-749,16014,10,0.42,4.2,2010-01-12,online
536446-750,21890,2,2.95,5.9,2010-01-12,online
536446-751,21891,2,1.25,2.5,2010-01-12,online
536446-752,22619,8,3.75,30,2010-01-12,online
536446-753,22620,6,1.25,7.5,2010-01-12,online
536446-754,84347,12,2.55,30.6,2010-01-12,online
536446-755,85169B,24,1.25,30,2010-01-12,online
536446-756,21156,3,1.95,5.85,2010-01-12,online
536446-757,21651,6,1.65,9.9,2010-01-12,online
536446-758,21651,6,1.65,9.9,2010-01-12,online
536446-759,84625C,10,2.95,29.5,2010-01-12,online
536446-760,22618,2,9.95,19.9,2010-01-12,online
536446-761,21586,4,2.55,10.2,2010-01-12,online
536446-762,21587,4,2.55,10.2,2010-01-12,online
536446-763,22152,24,0.42,10.08,2010-01-12,online
536446-764,85172,16,0.42,6.72,2010-01-12,online
536446-765,84754,24,1.25,30,2010-01-12,online
536460-766,22670,12,1.25,15,2010-01-12,online
536460-767,21586,12,2.55,30.6,2010-01-12,online
536460-768,84992,24,0.55,13.2,2010-01-12,online
536460-769,84879,24,1.69,40.56,2010-01-12,online
536460-770,84849B,12,1.69,20.28,2010-01-12,online
536460-771,22927,2,5.95,11.9,2010-01-12,online
536460-772,22926,4,5.95,23.8,2010-01-12,online
536460-773,22925,2,5.95,11.9,2010-01-12,online
536460-774,21977,24,0.55,13.2,2010-01-12,online
536460-775,21485,6,4.95,29.7,2010-01-12,online
536460-776,21484,8,3.45,27.6,2010-01-12,online
536460-777,21259,2,5.95,11.9,2010-01-12,online
536460-778,21257,2,7.95,15.9,2010-01-12,online
536460-779,21121,24,1.25,30,2010-01-12,online
536463-780,82552,12,1.45,17.4,2010-01-12,online
536464-781,90200B,2,4.25,8.5,2010-01-12,online
536464-782,90059B,2,1.65,3.3,2010-01-12,online
536464-783,90185C,2,4.25,8.5,2010-01-12,online
536464-784,90059E,3,1.65,4.95,2010-01-12,online
536464-785,90059C,1,1.65,1.65,2010-01-12,online
536464-786,90200C,1,4.25,4.25,2010-01-12,online
536464-787,90200D,3,4.25,12.75,2010-01-12,online
536464-788,90200A,1,4.25,4.25,2010-01-12,online
536464-789,22386,1,1.95,1.95,2010-01-12,online
536464-790,85099B,1,1.95,1.95,2010-01-12,online
536464-791,84879,8,1.69,13.52,2010-01-12,online
536464-792,22086,1,2.95,2.95,2010-01-12,online
536464-793,22737,1,1.65,1.65,2010-01-12,online
536464-794,21260,1,3.25,3.25,2010-01-12,online
536464-795,22744,2,2.95,5.9,2010-01-12,online
536464-796,21985,1,0.29,0.29,2010-01-12,online
536464-797,21980,1,0.29,0.29,2010-01-12,online
536464-798,22988,1,1.25,1.25,2010-01-12,online
536464-799,22297,1,1.25,1.25,2010-01-12,online
536464-800,22294,1,1.25,1.25,2010-01-12,online
536464-801,22295,1,1.65,1.65,2010-01-12,online
536464-802,22813,2,1.95,3.9,2010-01-12,online
536464-803,22812,6,1.95,11.7,2010-01-12,online
536464-804,22197,5,0.85,4.25,2010-01-12,online
536464-805,21977,1,0.55,0.55,2010-01-12,online
536464-806,22619,1,3.75,3.75,2010-01-12,online
536464-807,16258A,1,0.42,0.42,2010-01-12,online
536464-808,21992,1,2.95,2.95,2010-01-12,online
536464-809,22910,1,2.95,2.95,2010-01-12,online
536464-810,21124,1,1.25,1.25,2010-01-12,online
536464-811,22735,2,1.65,3.3,2010-01-12,online
536464-812,22952,2,0.55,1.1,2010-01-12,online
536464-813,22945,6,0.85,5.1,2010-01-12,online
536464-814,21816,2,1.45,2.9,2010-01-12,online
536464-815,21815,4,1.45,5.8,2010-01-12,online
536464-816,21814,2,1.45,2.9,2010-01-12,online
536464-817,10125,2,0.85,1.7,2010-01-12,online
536464-818,22810,1,2.95,2.95,2010-01-12,online
536464-819,22573,1,0.85,0.85,2010-01-12,online
536464-820,22577,1,0.85,0.85,2010-01-12,online
536464-821,22603,2,0.85,1.7,2010-01-12,online
536464-822,22809,1,2.95,2.95,2010-01-12,online
536464-823,20878,1,1.25,1.25,2010-01-12,online
536464-824,20866,1,1.25,1.25,2010-01-12,online
536464-825,85095,1,1.95,1.95,2010-01-12,online
536464-826,22333,1,1.65,1.65,2010-01-12,online
536464-827,22557,1,1.65,1.65,2010-01-12,online
536464-828,21584,1,1.65,1.65,2010-01-12,online
536464-829,22866,1,2.1,2.1,2010-01-12,online
536464-830,22731,2,1.25,2.5,2010-01-12,online
536464-831,22866,1,2.1,2.1,2010-01-12,online
536464-832,22866,3,2.1,6.3,2010-01-12,online
536464-833,22558,2,1.49,2.98,2010-01-12,online
536464-834,22956,1,2.1,2.1,2010-01-12,online
536464-835,22945,6,0.85,5.1,2010-01-12,online
536464-836,22582,1,2.55,2.55,2010-01-12,online
536464-837,21212,1,0.55,0.55,2010-01-12,online
536464-838,21212,2,0.55,1.1,2010-01-12,online
536464-839,22585,3,1.25,3.75,2010-01-12,online
536464-840,21121,1,1.25,1.25,2010-01-12,online
536464-841,21122,1,1.25,1.25,2010-01-12,online
536464-842,22759,1,1.65,1.65,2010-01-12,online
536464-843,21815,1,1.45,1.45,2010-01-12,online
536464-844,85231B,3,0.85,2.55,2010-01-12,online
536464-845,85231G,5,0.85,4.25,2010-01-12,online
536464-846,22082,5,1.65,8.25,2010-01-12,online
536464-847,22500,2,4.95,9.9,2010-01-12,online
536464-848,22742,1,2.95,2.95,2010-01-12,online
536464-849,21329,1,1.65,1.65,2010-01-12,online
536464-850,21328,1,1.65,1.65,2010-01-12,online
536464-851,21327,1,1.65,1.65,2010-01-12,online
536464-852,21992,1,2.95,2.95,2010-01-12,online
536464-853,21738,1,2.95,2.95,2010-01-12,online
536464-854,48173C,1,7.95,7.95,2010-01-12,online
536464-855,85099C,1,1.95,1.95,2010-01-12,online
536464-856,22960,1,4.25,4.25,2010-01-12,online
536464-857,85231G,1,0.85,0.85,2010-01-12,online
536464-858,85231B,2,0.85,1.7,2010-01-12,online
536464-859,22866,1,2.1,2.1,2010-01-12,online
536464-860,72818,1,0.85,0.85,2010-01-12,online
536464-861,21814,8,1.45,11.6,2010-01-12,online
536464-862,22441,1,2.1,2.1,2010-01-12,online
536464-863,22312,1,2.95,2.95,2010-01-12,online
536464-864,22197,6,0.85,5.1,2010-01-12,online
536464-865,22663,1,1.95,1.95,2010-01-12,online
536466-866,22960,6,4.25,25.5,2010-01-12,online
536466-867,22961,12,1.45,17.4,2010-01-12,online
536477-868,21314,48,1.85,88.8,2010-01-12,online
536477-869,84029E,24,3.39,81.36,2010-01-12,online
536477-870,21137,480,3.39,1627.2,2010-01-12,online
536477-871,22041,48,2.1,100.8,2010-01-12,online
536477-872,20979,16,1.25,20,2010-01-12,online
536477-873,20977,16,1.25,20,2010-01-12,online
536477-874,22619,4,3.75,15,2010-01-12,online
536477-875,22571,96,0.72,69.12,2010-01-12,online
536477-876,22595,144,0.72,103.68,2010-01-12,online
536477-877,22593,144,0.72,103.68,2010-01-12,online
536477-878,22633,12,2.1,25.2,2010-01-12,online
536477-879,22632,12,2.1,25.2,2010-01-12,online
536477-880,22423,16,10.95,175.2,2010-01-12,online
536477-881,22411,10,1.95,19.5,2010-01-12,online
536488-882,22738,5,1.65,8.25,2010-01-12,online
536488-883,21621,1,8.5,8.5,2010-01-12,online
536488-884,22960,8,4.25,34,2010-01-12,online
536488-885,22082,5,1.65,8.25,2010-01-12,online
536488-886,47563A,1,3.75,3.75,2010-01-12,online
536488-887,84558A,1,2.95,2.95,2010-01-12,online
536488-888,21592,1,1.25,1.25,2010-01-12,online
536488-889,20878,2,1.25,2.5,2010-01-12,online
536488-890,84347,1,2.55,2.55,2010-01-12,online
536488-891,84347,1,2.55,2.55,2010-01-12,online
536488-892,21577,1,2.25,2.25,2010-01-12,online
536488-893,22909,1,0.85,0.85,2010-01-12,online
536488-894,22087,1,2.95,2.95,2010-01-12,online
536488-895,22651,2,0.85,1.7,2010-01-12,online
536488-896,22713,12,0.42,5.04,2010-01-12,online
536488-897,22910,1,2.95,2.95,2010-01-12,online
536488-898,21370,2,6.35,12.7,2010-01-12,online
536488-899,21367,1,2.55,2.55,2010-01-12,online
536488-900,22376,1,4.25,4.25,2010-01-12,online
536488-901,22961,1,1.45,1.45,2010-01-12,online
536488-902,21895,1,4.25,4.25,2010-01-12,online
536488-903,22468,1,6.75,6.75,2010-01-12,online
536488-904,21034,1,0.95,0.95,2010-01-12,online
536488-905,22372,1,4.25,4.25,2010-01-12,online
536488-906,22867,1,2.1,2.1,2010-01-12,online
536488-907,22144,1,2.1,2.1,2010-01-12,online
536488-908,21190,1,1.65,1.65,2010-01-12,online
536488-909,21894,3,1.25,3.75,2010-01-12,online
536488-910,70007,3,1.65,4.95,2010-01-12,online
536488-911,22940,1,4.25,4.25,2010-01-12,online
536488-912,70007,1,1.65,1.65,2010-01-12,online
536488-913,84347,3,2.55,7.65,2010-01-12,online
536488-914,22150,1,1.95,1.95,2010-01-12,online
536488-915,22149,2,2.1,4.2,2010-01-12,online
536488-916,22144,2,2.1,4.2,2010-01-12,online
536500-917,21622,10,4.95,49.5,2010-01-12,online
536500-918,46000M,10,1.55,15.5,2010-01-12,online
536500-919,22630,2,1.95,3.9,2010-01-12,online
536500-920,22616,12,0.29,3.48,2010-01-12,online
536500-921,22712,12,0.42,5.04,2010-01-12,online
536500-922,22983,12,0.42,5.04,2010-01-12,online
536500-923,22024,12,0.42,5.04,2010-01-12,online
536500-924,22113,3,3.75,11.25,2010-01-12,online
536500-925,84029E,2,3.75,7.5,2010-01-12,online
536500-926,21488,2,3.95,7.9,2010-01-12,online
536500-927,22900,7,2.95,20.65,2010-01-12,online
536500-928,22895,3,2.95,8.85,2010-01-12,online
536500-929,21035,3,2.95,8.85,2010-01-12,online
536500-930,21755,6,5.95,35.7,2010-01-12,online
536500-931,21754,6,5.95,35.7,2010-01-12,online
536502-932,84879,16,1.69,27.04,2010-01-12,online
536502-933,22784,3,4.95,14.85,2010-01-12,online
536502-934,21441,12,0.85,10.2,2010-01-12,online
536502-935,85123A,6,2.95,17.7,2010-01-12,online
536502-936,22423,2,12.75,25.5,2010-01-12,online
536508-937,84947,72,1.06,76.32,2010-01-12,online
536508-938,21326,144,0.55,79.2,2010-01-12,online
536514-940,22865,36,2.1,75.6,2010-01-12,online
536514-941,22485,4,12.75,51,2010-01-12,online
536514-942,22807,6,2.95,17.7,2010-01-12,online
536514-943,22633,36,2.1,75.6,2010-01-12,online
536514-944,22866,36,2.1,75.6,2010-01-12,online
536520-945,21794,1,6.75,6.75,2010-01-12,online
536520-946,20707,1,1.25,1.25,2010-01-12,online
536520-947,21175,1,2.1,2.1,2010-01-12,online
536520-948,22926,1,5.95,5.95,2010-01-12,online
536520-949,22588,2,2.55,5.1,2010-01-12,online
536520-950,21292,16,0.85,13.6,2010-01-12,online
536520-951,21890,1,2.95,2.95,2010-01-12,online
536520-952,22632,4,2.1,8.4,2010-01-12,online
536520-953,22633,3,2.1,6.3,2010-01-12,online
536520-954,22670,1,1.25,1.25,2010-01-12,online
536520-955,21867,1,1.25,1.25,2010-01-12,online
536520-956,22760,1,12.75,12.75,2010-01-12,online
536520-957,22107,2,3.75,7.5,2010-01-12,online
536520-958,22470,1,2.95,2.95,2010-01-12,online
536520-959,21486,1,3.75,3.75,2010-01-12,online
536520-960,22151,14,0.42,5.88,2010-01-12,online
536520-961,22643,4,2.55,10.2,2010-01-12,online
536520-962,22642,4,2.55,10.2,2010-01-12,online
536520-963,22604,3,2.55,7.65,2010-01-12,online
536520-964,22099,2,1.25,2.5,2010-01-12,online
536520-965,22553,1,1.65,1.65,2010-01-12,online
536520-966,22551,1,1.65,1.65,2010-01-12,online
536520-967,22653,1,1.95,1.95,2010-01-12,online
536520-968,22557,2,1.65,3.3,2010-01-12,online
536520-969,22906,6,1.65,9.9,2010-01-12,online
536520-970,22754,1,0.85,0.85,2010-01-12,online
536520-971,22938,5,1.95,9.75,2010-01-12,online
536520-972,22812,3,1.95,5.85,2010-01-12,online
536520-973,22919,2,0.65,1.3,2010-01-12,online
536520-974,22917,1,0.65,0.65,2010-01-12,online
536520-975,22920,3,0.65,1.95,2010-01-12,online
536520-976,22921,2,0.65,1.3,2010-01-12,online
536520-977,22918,2,0.65,1.3,2010-01-12,online
536520-978,22916,1,0.65,0.65,2010-01-12,online
536520-979,85123A,3,2.95,8.85,2010-01-12,online
536520-980,22575,1,1.95,1.95,2010-01-12,online
536520-981,21804,3,3.75,11.25,2010-01-12,online
536520-982,21584,12,1.65,19.8,2010-01-12,online
536520-983,21588,3,2.55,7.65,2010-01-12,online
536520-984,22152,12,0.42,5.04,2010-01-12,online
536520-985,22441,1,2.1,2.1,2010-01-12,online
536520-986,22955,2,2.1,4.2,2010-01-12,online
536520-987,22956,2,2.1,4.2,2010-01-12,online
536520-988,22582,2,2.55,5.1,2010-01-12,online
536520-989,22583,3,2.55,7.65,2010-01-12,online
536520-990,22241,2,1.25,2.5,2010-01-12,online
536520-991,22904,3,2.95,8.85,2010-01-12,online
536520-992,22905,2,2.95,5.9,2010-01-12,online
536520-993,22197,3,0.85,2.55,2010-01-12,online
536520-994,22092,1,1.25,1.25,2010-01-12,online
536520-995,22469,1,1.65,1.65,2010-01-12,online
536520-996,22100,1,1.25,1.25,2010-01-12,online
536520-997,22096,1,1.25,1.25,2010-01-12,online
536520-998,22583,1,2.55,2.55,2010-01-12,online
536520-999,21358,2,1.25,2.5,2010-01-12,online
536520-1000,21123,1,1.25,1.25,2010-01-12,online
536520-1001,21124,1,1.25,1.25,2010-01-12,online
536520-1002,21122,1,1.25,1.25,2010-01-12,online
536520-1003,84378,1,1.25,1.25,2010-01-12,online
536520-1004,21985,12,0.29,3.48,2010-01-12,online
536520-1005,21427,2,2.1,4.2,2010-01-12,online
536520-1006,21034,2,0.95,1.9,2010-01-12,online
536520-1007,21930,1,1.95,1.95,2010-01-12,online
536520-1008,20772,1,2.55,2.55,2010-01-12,online
536520-1009,22469,2,1.65,3.3,2010-01-12,online
536520-1010,71406C,12,0.42,5.04,2010-01-12,online
536520-1011,84985A,1,1.45,1.45,2010-01-12,online
536520-1012,20754,1,2.1,2.1,2010-01-12,online
536520-1013,84596E,1,1.25,1.25,2010-01-12,online
536520-1014,21111,1,2.95,2.95,2010-01-12,online
536520-1015,22501,1,9.95,9.95,2010-01-12,online
536521-1016,22854,1,4.95,4.95,2010-01-12,online
536522-1017,84997D,1,3.75,3.75,2010-01-12,online
536522-1018,47599A,1,2.1,2.1,2010-01-12,online
536522-1019,47599B,1,2.1,2.1,2010-01-12,online
536522-1020,22749,1,3.75,3.75,2010-01-12,online
536522-1021,20972,1,1.25,1.25,2010-01-12,online
536522-1022,22569,1,3.75,3.75,2010-01-12,online
536522-1023,21041,1,2.95,2.95,2010-01-12,online
536522-1024,21664,2,3.75,7.5,2010-01-12,online
536522-1025,84969,1,4.25,4.25,2010-01-12,online
536522-1026,22907,1,0.85,0.85,2010-01-12,online
536522-1027,22865,2,2.1,4.2,2010-01-12,online
536522-1028,22866,1,2.1,2.1,2010-01-12,online
536522-1029,22632,2,2.1,4.2,2010-01-12,online
536522-1030,22776,1,9.95,9.95,2010-01-12,online
536522-1031,22338,2,0.65,1.3,2010-01-12,online
536522-1032,21810,2,1.25,2.5,2010-01-12,online
536522-1033,22449,1,3.35,3.35,2010-01-12,online
536522-1034,21197,1,1.65,1.65,2010-01-12,online
536522-1035,85231G,1,0.85,0.85,2010-01-12,online
536522-1036,21121,1,1.25,1.25,2010-01-12,online
536522-1037,22151,2,0.42,0.84,2010-01-12,online
536522-1038,84836,2,1.25,2.5,2010-01-12,online
536522-1039,21326,12,0.65,7.8,2010-01-12,online
536522-1040,85035B,1,4.25,4.25,2010-01-12,online
536522-1041,84968C,1,12.75,12.75,2010-01-12,online
536522-1042,85231B,1,0.85,0.85,2010-01-12,online
536522-1043,22739,5,1.65,8.25,2010-01-12,online
536522-1044,37370,2,1.25,2.5,2010-01-12,online
536522-1045,22941,1,8.5,8.5,2010-01-12,online
536522-1046,21098,2,1.25,2.5,2010-01-12,online
