sku,name,category,supplier_id,cost_price,selling_price,supplier_lead_time_days
16237,SLEEPING CAT ERASERS,Giftware,SUP-1,0.15,0.21,7
22714,CARD BIRTHDAY COWBOY,Giftware,SUP-1,0.29,0.42,7
22812,PACK 3 BOXES CHRISTMAS PANNETONE,Giftware,SUP-1,1.36,1.95,7
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,Giftware,SUP-1,1.78,2.55,7
22736,RIBBON REEL MAKING SNOWMEN,Giftware,SUP-1,1.15,1.65,7
22620,4 TRADITIONAL SPINNING TOPS,Giftware,SUP-1,0.88,1.25,7
21705,BAG 500g SWIRLY MARBLES,Giftware,SUP-1,1.15,1.65,7
90199C,5 STRAND GLASS NECKLACE CRYSTAL,Giftware,SUP-1,4.44,6.35,7
22785,SQUARECUSHION COVER PINK UNION FLAG,Giftware,SUP-1,4.72,6.75,7
22975,SPACEBOY CHILDRENS EGG CUP,Giftware,SUP-1,0.88,1.25,7
22972,CHILDREN'S SPACEBOY MUG,Giftware,SUP-1,1.15,1.65,7
22568,FELTCRAFT CUSHION OWL,Giftware,SUP-1,2.63,3.75,7
85116,BLACK CANDELABRA T-LIGHT HOLDER,Giftware,SUP-1,1.47,2.1,7
22664,TOY TIDY DOLLY GIRL DESIGN,Giftware,SUP-1,1.47,2.1,7
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,Giftware,SUP-1,2.06,2.95,7
21866,UNION JACK FLAG LUGGAGE TAG,Giftware,SUP-1,0.88,1.25,7
20669,RED HEART LUGGAGE TAG,Giftware,SUP-1,0.88,1.25,7
90129F,RED GLASS TASSLE BAG CHARM,Giftware,SUP-1,2.06,2.95,7
90210B,CLEAR ACRYLIC FACETED BANGLE,Giftware,SUP-1,2.06,2.95,7
21955,DOORMAT UNION JACK GUNS AND ROSES,Giftware,SUP-1,5.56,7.95,7
72802C,VANILLA SCENT CANDLE JEWELLED BOX,Giftware,SUP-1,2.97,4.25,7
22109,FULL ENGLISH BREAKFAST PLATE,Giftware,SUP-1,2.63,3.75,7
22531,MAGIC DRAWING SLATE CIRCUS PARADE,Giftware,SUP-1,0.29,0.42,7
21811,CHRISTMAS HANGING HEART WITH BELL,Giftware,SUP-1,0.88,1.25,7
22183,CAKE STAND VICTORIAN FILIGREE MED,Giftware,SUP-1,4.72,6.75,7
21678,PAISLEY PATTERN  STICKERS,Giftware,SUP-1,0.59,0.85,7
21676,FLOWERS  STICKERS,Giftware,SUP-1,0.59,0.85,7
85169B,BLACK LOVE BIRD CANDLE,Giftware,SUP-1,0.88,1.25,7
16238,PARTY TIME PENCIL ERASERS,Giftware,SUP-1,0.15,0.21,7
84906,PINK B'FLY C/COVER W BOBBLES,Giftware,SUP-1,4.17,5.95,7
21867,PINK UNION JACK  LUGGAGE TAG,Giftware,SUP-1,0.88,1.25,7
22075,6 RIBBONS ELEGANT CHRISTMAS,Giftware,SUP-1,1.15,1.65,7
21326,AGED GLASS SILVER T-LIGHT HOLDER,Giftware,SUP-1,0.45,0.65,7
21065,BOOM BOX SPEAKER GIRLS,Giftware,SUP-1,4.17,5.95,7
22074,6 RIBBONS SHIMMERING PINKS,Giftware,SUP-1,1.15,1.65,7
20713,JUMBO BAG OWLS,Giftware,SUP-1,1.36,1.95,7
21116,OWL DOORSTOP,Giftware,SUP-1,3.46,4.95,7
21824,PAINTED METAL STAR WITH HOLLY BELLS,Giftware,SUP-1,1.01,1.45,7
21823,PAINTED METAL HEART WITH HOLLY BELL,Giftware,SUP-1,1.01,1.45,7
22153,ANGEL DECORATION STARS ON DRESS,Giftware,SUP-1,0.29,0.42,7
85099F,JUMBO BAG STRAWBERRY,Giftware,SUP-1,1.36,1.95,7
20717,STRAWBERRY SHOPPER BAG,Giftware,SUP-1,0.88,1.25,7
22328,ROUND SNACK BOXES SET OF 4 FRUITS,Giftware,SUP-1,2.06,2.95,7
22327,ROUND SNACK BOXES SET OF 4 SKULLS,Giftware,SUP-1,2.06,2.95,7
22630,DOLLY GIRL LUNCH BOX,Giftware,SUP-1,1.36,1.95,7
21245,GREEN POLKADOT PLATE,Giftware,SUP-1,1.18,1.69,7
21244,BLUE POLKADOT PLATE,Giftware,SUP-1,1.18,1.69,7
21242,RED RETROSPOT PLATE,Giftware,SUP-1,1.18,1.69,7
21243,PINK  POLKADOT PLATE,Giftware,SUP-1,1.18,1.69,7
22273,FELTCRAFT DOLL MOLLY,Giftware,SUP-1,2.06,2.95,7
22940,FELTCRAFT CHRISTMAS FAIRY,Giftware,SUP-1,2.97,4.25,7
22759,SET OF 3 NOTEBOOKS IN PARCEL,Giftware,SUP-1,1.15,1.65,7
21880,RED RETROSPOT TAPE,Giftware,SUP-1,0.45,0.65,7
21738,COSY SLIPPER SHOES SMALL  RED,Giftware,SUP-1,2.06,2.95,7
22077,6 RIBBONS RUSTIC CHARM,Giftware,SUP-1,1.15,1.65,7
21448,12 DAISY PEGS IN WOOD BOX,Giftware,SUP-1,1.15,1.65,7
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,Giftware,SUP-1,1.15,1.65,7
22141,CHRISTMAS CRAFT TREE TOP ANGEL,Giftware,SUP-1,1.47,2.1,7
22144,CHRISTMAS CRAFT LITTLE FRIENDS,Giftware,SUP-1,1.47,2.1,7
21739,COSY SLIPPER SHOES SMALL GREEN,Giftware,SUP-1,2.06,2.95,7
22271,FELTCRAFT DOLL ROSIE,Giftware,SUP-1,2.06,2.95,7
22274,FELTCRAFT DOLL EMILY,Giftware,SUP-1,2.06,2.95,7
22751,FELTCRAFT PRINCESS OLIVIA DOLL,Giftware,SUP-1,2.63,3.75,7
21034,REX CASH+CARRY JUMBO SHOPPER,Giftware,SUP-1,0.66,0.95,7
22570,FELTCRAFT CUSHION RABBIT,Giftware,SUP-1,2.63,3.75,7
22569,FELTCRAFT CUSHION BUTTERFLY,Giftware,SUP-1,2.63,3.75,7
22902,TOTE BAG I LOVE LONDON,Giftware,SUP-1,1.47,2.1,7
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,Giftware,SUP-1,3.46,4.95,7
21708,FOLDING UMBRELLA CREAM POLKADOT,Giftware,SUP-1,3.46,4.95,7
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,Giftware,SUP-1,3.46,4.95,7
22179,SET 10 LIGHTS NIGHT OWL,Giftware,SUP-1,4.72,6.75,7
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,Giftware,SUP-1,3.46,4.95,7
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,Giftware,SUP-1,2.06,2.95,7
22988,SOLDIERS EGG CUP,Giftware,SUP-1,0.88,1.25,7
20750,RED RETROSPOT MINI CASES,Giftware,SUP-1,5.56,7.95,7
22952,60 CAKE CASES VINTAGE CHRISTMAS,Giftware,SUP-1,0.39,0.55,7
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,Giftware,SUP-1,1.15,1.65,7
22738,RIBBON REEL SNOWY VILLAGE,Giftware,SUP-1,1.15,1.65,7
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Giftware,SUP-1,0.59,0.85,7
35591T,TURQUOISE CHRISTMAS TREE,Giftware,SUP-1,0.88,1.25,7
22186,RED STAR CARD HOLDER,Giftware,SUP-1,2.06,2.95,7
22695,WICKER WREATH SMALL,Giftware,SUP-1,1.01,1.45,7
22580,ADVENT CALENDAR GINGHAM SACK,Giftware,SUP-1,4.17,5.95,7
22147,FELTCRAFT BUTTERFLY HEARTS,Giftware,SUP-1,1.01,1.45,7
22130,PARTY CONE CHRISTMAS DECORATION,Giftware,SUP-1,0.59,0.85,7
22694,WICKER STAR,Giftware,SUP-1,1.47,2.1,7
21790,VINTAGE SNAP CARDS,Giftware,SUP-1,0.59,0.85,7
22149,FELTCRAFT 6 FLOWER FRIENDS,Giftware,SUP-1,1.47,2.1,7
22321,BIRD DECORATION RED RETROSPOT,Giftware,SUP-1,0.59,0.85,7
22594,CHRISTMAS GINGHAM TREE,Giftware,SUP-1,0.59,0.85,7
22593,CHRISTMAS GINGHAM STAR,Giftware,SUP-1,0.59,0.85,7
22595,CHRISTMAS GINGHAM HEART,Giftware,SUP-1,0.59,0.85,7
21986,PACK OF 12 PINK POLKADOT TISSUES,Giftware,SUP-1,0.2,0.29,7
22750,FELTCRAFT PRINCESS LOLA DOLL,Giftware,SUP-1,2.63,3.75,7
22616,PACK OF 12 LONDON TISSUES,Giftware,SUP-1,0.2,0.29,7
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,Giftware,SUP-1,0.88,1.25,7
22899,CHILDREN'S APRON DOLLY GIRL,Giftware,SUP-1,1.47,2.1,7
22367,CHILDRENS APRON SPACEBOY DESIGN,Giftware,SUP-1,1.36,1.95,7
22942,CHRISTMAS LIGHTS 10 SANTAS,Giftware,SUP-1,5.95,8.5,7
21976,PACK OF 60 MUSHROOM CAKE CASES,Giftware,SUP-1,0.39,0.55,7
22951,60 CAKE CASES DOLLY GIRL DESIGN,Giftware,SUP-1,0.39,0.55,7
22834,HAND WARMER BABUSHKA DESIGN,Giftware,SUP-1,1.47,2.1,7
21916,SET 12 RETRO WHITE CHALK STICKS,Giftware,SUP-1,0.29,0.42,7
22587,FELTCRAFT HAIRBAND RED AND BLUE,Giftware,SUP-1,0.59,0.85,7
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,Giftware,SUP-1,0.59,0.85,7
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,Giftware,SUP-1,0.59,0.85,7
22472,TV DINNER TRAY DOLLY GIRL,Giftware,SUP-1,3.46,4.95,7
22557,PLASTERS IN TIN VINTAGE PAISLEY,Giftware,SUP-1,1.15,1.65,7
22551,PLASTERS IN TIN SPACEBOY,Giftware,SUP-1,1.15,1.65,7
22554,PLASTERS IN TIN WOODLAND ANIMALS,Giftware,SUP-1,1.15,1.65,7
22534,MAGIC DRAWING SLATE SPACEBOY,Giftware,SUP-1,0.29,0.42,7
22529,MAGIC DRAWING SLATE GO TO THE FAIR,Giftware,SUP-1,0.29,0.42,7
22530,MAGIC DRAWING SLATE DOLLY GIRL,Giftware,SUP-1,0.29,0.42,7
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,Giftware,SUP-1,2.06,2.95,7
85049H,URBAN BLACK RIBBONS,Giftware,SUP-1,0.88,1.25,7
22807,SET OF 6 T-LIGHTS TOADSTOOLS,Giftware,SUP-1,2.06,2.95,7
21494,ROTATING LEAVES T-LIGHT HOLDER,Giftware,SUP-1,0.88,1.25,7
22938,CUPCAKE LACE PAPER SET 6,Giftware,SUP-1,1.36,1.95,7
21892,TRADITIONAL WOODEN CATCH CUP GAME,Giftware,SUP-1,0.88,1.25,7
21890,S/6 WOODEN SKITTLES IN COTTON BAG,Giftware,SUP-1,2.06,2.95,7
21718,RED METAL BEACH SPADE,Giftware,SUP-1,0.88,1.25,7
21716,BOYS VINTAGE TIN SEASIDE BUCKET,Giftware,SUP-1,1.78,2.55,7
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,Giftware,SUP-1,1.78,2.55,7
22113,GREY HEART HOT WATER BOTTLE,Giftware,SUP-1,2.63,3.75,7
22358,KINGS CHOICE TEA CADDY,Giftware,SUP-1,2.06,2.95,7
22357,KINGS CHOICE BISCUIT TIN,Giftware,SUP-1,2.97,4.25,7
22115,METAL SIGN EMPIRE TEA,Giftware,SUP-1,2.06,2.95,7
21481,FAWN BLUE HOT WATER BOTTLE,Giftware,SUP-1,2.06,2.95,7
22585,PACK OF 6 BIRDY GIFT TAGS,Giftware,SUP-1,0.88,1.25,7
21556,CERAMIC STRAWBERRY MONEY BOX,Giftware,SUP-1,1.78,2.55,7
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,Giftware,SUP-1,1.01,1.45,7
22650,CERAMIC PIRATE CHEST MONEY BANK,Giftware,SUP-1,1.01,1.45,7
22508,DOORSTOP RETROSPOT HEART,Giftware,SUP-1,2.63,3.75,7
22511,RETROSPOT BABUSHKA DOORSTOP,Giftware,SUP-1,2.63,3.75,7
22829,SWEETHEART WIRE WALL TIDY,Giftware,SUP-1,6.96,9.95,7
21154,RED RETROSPOT OVEN GLOVE,Giftware,SUP-1,0.74,1.06,7
17021,NAMASTE SWAGAT INCENSE,Giftware,SUP-1,0.17,0.24,7
22059,CERAMIC STRAWBERRY DESIGN MUG,Giftware,SUP-1,0.88,1.25,7
84678,CLASSICAL ROSE SMALL VASE,Giftware,SUP-1,0.88,1.25,7
85172,HYACINTH BULB T-LIGHT CANDLES,Giftware,SUP-1,0.29,0.42,7
22142,CHRISTMAS CRAFT WHITE FAIRY,Giftware,SUP-1,1.01,1.45,7
21591,COSY HOUR CIGAR BOX MATCHES,Giftware,SUP-1,0.88,1.25,7
22480,RED TEA TOWEL CLASSIC DESIGN,Giftware,SUP-1,0.88,1.25,7
22294,HEART FILIGREE DOVE  SMALL,Giftware,SUP-1,0.88,1.25,7
21156,RETROSPOT CHILDRENS APRON,Giftware,SUP-1,1.36,1.95,7
10133,COLOURING PENCILS BROWN TUBE,Giftware,SUP-1,0.59,0.85,7
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,Giftware,SUP-1,1.78,2.55,7
84836,ZINC METAL HEART DECORATION,Giftware,SUP-1,0.88,1.25,7
20774,GREEN FERN NOTEBOOK,Giftware,SUP-1,1.15,1.65,7
20773,BLUE PAISLEY NOTEBOOK,Giftware,SUP-1,1.15,1.65,7
20777,CHRYSANTHEMUM NOTEBOOK,Giftware,SUP-1,1.15,1.65,7
16016,LARGE CHINESE STYLE SCISSOR,Giftware,SUP-1,0.59,0.85,7
16014,SMALL CHINESE STYLE SCISSOR,Giftware,SUP-1,0.29,0.42,7
21651,HANGING GLASS ETCHED TEALIGHT,Giftware,SUP-1,1.15,1.65,7
22618,COOKING SET RETROSPOT,Giftware,SUP-1,6.96,9.95,7
21586,KINGS CHOICE GIANT TUBE MATCHES,Giftware,SUP-1,1.78,2.55,7
22152,PLACE SETTING WHITE STAR,Giftware,SUP-1,0.29,0.42,7
84754,S/15 SILVER GLASS BAUBLES IN BAG,Giftware,SUP-1,0.88,1.25,7
22670,FRENCH WC SIGN BLUE METAL,Giftware,SUP-1,0.88,1.25,7
84849B,FAIRY SOAP SOAP HOLDER,Giftware,SUP-1,1.18,1.69,7
22927,GREEN GIANT GARDEN THERMOMETER,Giftware,SUP-1,4.17,5.95,7
22925,BLUE GIANT GARDEN THERMOMETER,Giftware,SUP-1,4.17,5.95,7
21259,VICTORIAN SEWING BOX SMALL,Giftware,SUP-1,4.17,5.95,7
21257,VICTORIAN SEWING BOX MEDIUM,Giftware,SUP-1,5.56,7.95,7
21121,SET/10 RED POLKADOT PARTY CANDLES,Giftware,SUP-1,0.88,1.25,7
82552,WASHROOM METAL SIGN,Giftware,SUP-1,1.01,1.45,7
90200B,BLACK SWEETHEART BRACELET,Giftware,SUP-1,2.97,4.25,7
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,Giftware,SUP-1,1.15,1.65,7
90185C,BLACK DIAMANTE EXPANDABLE RING,Giftware,SUP-1,2.97,4.25,7
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,Giftware,SUP-1,1.15,1.65,7
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,Giftware,SUP-1,1.15,1.65,7
90200C,BLUE SWEETHEART BRACELET,Giftware,SUP-1,2.97,4.25,7
90200D,PINK SWEETHEART BRACELET,Giftware,SUP-1,2.97,4.25,7
90200A,PURPLE SWEETHEART BRACELET,Giftware,SUP-1,2.97,4.25,7
22737,RIBBON REEL CHRISTMAS PRESENT,Giftware,SUP-1,1.15,1.65,7
21260,FIRST AID TIN,Giftware,SUP-1,2.27,3.25,7
22744,MAKE YOUR OWN MONSOON CARD KIT,Giftware,SUP-1,2.06,2.95,7
21985,PACK OF 12 HEARTS DESIGN TISSUES,Giftware,SUP-1,0.2,0.29,7
22295,HEART FILIGREE DOVE LARGE,Giftware,SUP-1,1.15,1.65,7
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,Giftware,SUP-1,0.29,0.42,7
21992,VINTAGE PAISLEY STATIONERY SET,Giftware,SUP-1,2.06,2.95,7
21124,SET/10 BLUE POLKADOT PARTY CANDLES,Giftware,SUP-1,0.88,1.25,7
22735,RIBBON REEL SOCKS AND MITTENS,Giftware,SUP-1,1.15,1.65,7
22945,CHRISTMAS METAL TAGS ASSORTED,Giftware,SUP-1,0.59,0.85,7
21816,CHRISTMAS TREE T-LIGHT HOLDER,Giftware,SUP-1,1.01,1.45,7
21815,STAR  T-LIGHT HOLDER,Giftware,SUP-1,1.01,1.45,7
21814,HEART T-LIGHT HOLDER,Giftware,SUP-1,1.01,1.45,7
10125,MINI FUNKY DESIGN TAPES,Giftware,SUP-1,0.59,0.85,7
22573,STAR WOODEN CHRISTMAS DECORATION,Giftware,SUP-1,0.59,0.85,7
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,Giftware,SUP-1,0.59,0.85,7
22603,CHRISTMAS RETROSPOT TREE WOOD,Giftware,SUP-1,0.59,0.85,7
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,Giftware,SUP-1,0.88,1.25,7
20866,BLUE ROSE FABRIC MIRROR,Giftware,SUP-1,0.88,1.25,7
85095,THREE CANVAS LUGGAGE TAGS,Giftware,SUP-1,1.36,1.95,7
22333,RETROSPOT PARTY BAG + STICKER SET,Giftware,SUP-1,1.15,1.65,7
21584,RETROSPOT SMALL TUBE MATCHES,Giftware,SUP-1,1.15,1.65,7
22731,3D CHRISTMAS STAMPS STICKERS,Giftware,SUP-1,0.88,1.25,7
22956,36 FOIL HEART CAKE CASES,Giftware,SUP-1,1.47,2.1,7
22582,PACK OF 6 SWEETIE GIFT BOXES,Giftware,SUP-1,1.78,2.55,7
85231B,CINAMMON SET OF 9 T-LIGHTS,Giftware,SUP-1,0.59,0.85,7
85231G,ORANGE SCENTED SET/9 T-LIGHTS,Giftware,SUP-1,0.59,0.85,7
22082,RIBBON REEL STRIPES DESIGN,Giftware,SUP-1,1.15,1.65,7
22500,SET OF 2 TINS JARDIN DE PROVENCE,Giftware,SUP-1,3.46,4.95,7
22742,MAKE YOUR OWN PLAYTIME CARD KIT,Giftware,SUP-1,2.06,2.95,7
21329,DINOSAURS  WRITING SET,Giftware,SUP-1,1.15,1.65,7
21327,SKULLS WRITING SET,Giftware,SUP-1,1.15,1.65,7
48173C,DOORMAT BLACK FLOCK,Giftware,SUP-1,5.56,7.95,7
72818,CHRISTMAS DECOUPAGE CANDLE,Giftware,SUP-1,0.59,0.85,7
22312,OFFICE MUG WARMER POLKADOT,Giftware,SUP-1,2.06,2.95,7
21137,BLACK RECORD COVER FRAME,Giftware,SUP-1,2.37,3.39,7
22041,"RECORD FRAME 7"" SINGLE SIZE",Giftware,SUP-1,1.47,2.1,7
20979,36 PENCILS TUBE RED RETROSPOT,Giftware,SUP-1,0.88,1.25,7
20977,36 PENCILS TUBE WOODLAND,Giftware,SUP-1,0.88,1.25,7
22571,ROCKING HORSE RED CHRISTMAS,Giftware,SUP-1,0.5,0.72,7
22423,REGENCY CAKESTAND 3 TIER,Giftware,SUP-1,7.66,10.95,7
21621,VINTAGE UNION JACK BUNTING,Giftware,SUP-1,5.95,8.5,7
47563A,RETRO LONGBOARD IRONING BOARD COVER,Giftware,SUP-1,2.63,3.75,7
84558A,3D DOG PICTURE PLAYING CARDS,Giftware,SUP-1,2.06,2.95,7
21577,SAVE THE PLANET COTTON TOTE BAG,Giftware,SUP-1,1.57,2.25,7
22087,PAPER BUNTING WHITE LACE,Giftware,SUP-1,2.06,2.95,7
22651,GENTLEMAN SHIRT REPAIR KIT,Giftware,SUP-1,0.59,0.85,7
22713,CARD I LOVE LONDON,Giftware,SUP-1,0.29,0.42,7
21370,MIRRORED WALL ART FOXY,Giftware,SUP-1,4.44,6.35,7
21367,MIRRORED WALL ART GENTS,Giftware,SUP-1,1.78,2.55,7
22376,AIRLINE BAG VINTAGE JET SET WHITE,Giftware,SUP-1,2.97,4.25,7
21895,POTTING SHED SOW 'N' GROW SET,Giftware,SUP-1,2.97,4.25,7
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,Giftware,SUP-1,2.97,4.25,7
21190,PINK HEARTS PAPER GARLAND,Giftware,SUP-1,1.15,1.65,7
21894,POTTING SHED SEED ENVELOPES,Giftware,SUP-1,0.88,1.25,7
70007,HI TEC ALPINE HAND WARMER,Giftware,SUP-1,1.15,1.65,7
46000M,POLYESTER FILLER PAD 45x45cm,Giftware,SUP-1,1.08,1.55,7
22712,CARD DOLLY GIRL,Giftware,SUP-1,0.29,0.42,7
22983,CARD BILLBOARD FONT,Giftware,SUP-1,0.29,0.42,7
22024,RAINY LADIES BIRTHDAY CARD,Giftware,SUP-1,0.29,0.42,7
21488,RED WHITE SCARF  HOT WATER BOTTLE,Giftware,SUP-1,2.77,3.95,7
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,Giftware,SUP-1,2.06,2.95,7
22784,LANTERN CREAM GAZEBO,Giftware,SUP-1,3.46,4.95,7
21441,BLUE BIRDHOUSE DECORATION,Giftware,SUP-1,0.59,0.85,7
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,Giftware,SUP-1,0.74,1.06,7
22485,SET OF 2 WOODEN MARKET CRATES,Giftware,SUP-1,8.92,12.75,7
21794,CLASSIC FRENCH STYLE BASKET NATURAL,Giftware,SUP-1,4.72,6.75,7
20707,CRAZY DAISY HEART DECORATION,Giftware,SUP-1,0.88,1.25,7
22588,CARD HOLDER GINGHAM HEART,Giftware,SUP-1,1.78,2.55,7
21292,SMALL STRIPES CHOCOLATE GIFT BAG,Giftware,SUP-1,0.59,0.85,7
22760,"TRAY, BREAKFAST IN BED",Giftware,SUP-1,8.92,12.75,7
22107,PIZZA PLATE IN BOX,Giftware,SUP-1,2.63,3.75,7
21486,PINK HEART DOTS HOT WATER BOTTLE,Giftware,SUP-1,2.63,3.75,7
22151,PLACE SETTING WHITE HEART,Giftware,SUP-1,0.29,0.42,7
22643,SET OF 4 NAPKIN CHARMS LEAVES,Giftware,SUP-1,1.78,2.55,7
22642,SET OF 4 NAPKIN CHARMS STARS,Giftware,SUP-1,1.78,2.55,7
22604,SET OF 4 NAPKIN CHARMS CUTLERY,Giftware,SUP-1,1.78,2.55,7
22099,CARAVAN SQUARE TISSUE BOX,Giftware,SUP-1,0.88,1.25,7
22653,BUTTON BOX,Giftware,SUP-1,1.36,1.95,7
22906,12 MESSAGE CARDS WITH ENVELOPES,Giftware,SUP-1,1.15,1.65,7
22754,SMALL RED BABUSHKA NOTEBOOK,Giftware,SUP-1,0.59,0.85,7
22919,HERB MARKER MINT,Giftware,SUP-1,0.45,0.65,7
22917,HERB MARKER ROSEMARY,Giftware,SUP-1,0.45,0.65,7
22920,HERB MARKER BASIL,Giftware,SUP-1,0.45,0.65,7
22921,HERB MARKER CHIVES,Giftware,SUP-1,0.45,0.65,7
22918,HERB MARKER PARSLEY,Giftware,SUP-1,0.45,0.65,7
22916,HERB MARKER THYME,Giftware,SUP-1,0.45,0.65,7
22575,METAL MERRY CHRISTMAS WREATH,Giftware,SUP-1,1.36,1.95,7
21804,WHITE CHRISTMAS GARLAND STARS TREES,Giftware,SUP-1,2.63,3.75,7
21588,RETROSPOT GIANT TUBE MATCHES,Giftware,SUP-1,1.78,2.55,7
22955,36 FOIL STAR CAKE CASES,Giftware,SUP-1,1.47,2.1,7
22583,PACK OF 6 HANDBAG GIFT BOXES,Giftware,SUP-1,1.78,2.55,7
22241,GARLAND WOODEN HAPPY EASTER,Giftware,SUP-1,0.88,1.25,7
22904,CALENDAR PAPER CUT DESIGN,Giftware,SUP-1,2.06,2.95,7
22905,CALENDAR IN SEASON DESIGN,Giftware,SUP-1,2.06,2.95,7
22092,BLUE PAISLEY TISSUE BOX,Giftware,SUP-1,0.88,1.25,7
22096,PINK PAISLEY SQUARE TISSUE BOX,Giftware,SUP-1,0.88,1.25,7
21358,TOAST ITS - HAPPY BIRTHDAY,Giftware,SUP-1,0.88,1.25,7
21123,SET/10 IVORY POLKADOT PARTY CANDLES,Giftware,SUP-1,0.88,1.25,7
21427,SKULLS STORAGE BOX SMALL,Giftware,SUP-1,1.47,2.1,7
21930,JUMBO STORAGE BAG SKULLS,Giftware,SUP-1,1.36,1.95,7
20772,GARDEN PATH JOURNAL,Giftware,SUP-1,1.78,2.55,7
71406C,BLACK ORANGE SQUEEZER,Giftware,SUP-1,0.29,0.42,7
84985A,SET OF 72 GREEN PAPER DOILIES,Giftware,SUP-1,1.01,1.45,7
20754,RETROSPOT RED WASHING UP GLOVES,Giftware,SUP-1,1.47,2.1,7
84596E,SMALL LICORICE DES PINK BOWL,Giftware,SUP-1,0.88,1.25,7
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",Giftware,SUP-1,2.06,2.95,7
22501,PICNIC BASKET WICKER LARGE,Giftware,SUP-1,6.96,9.95,7
22854,CREAM SWEETHEART EGG HOLDER,Giftware,SUP-1,3.46,4.95,7
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,Giftware,SUP-1,2.63,3.75,7
47599A,PINK PARTY BAGS,Giftware,SUP-1,1.47,2.1,7
47599B,BLUE PARTY BAGS,Giftware,SUP-1,1.47,2.1,7
20972,PINK CREAM FELT CRAFT TRINKET BOX,Giftware,SUP-1,0.88,1.25,7
21041,RED RETROSPOT OVEN GLOVE DOUBLE,Giftware,SUP-1,2.06,2.95,7
21664,RIDGED GLASS STORAGE JAR CREAM LID,Giftware,SUP-1,2.63,3.75,7
22907,PACK OF 20 NAPKINS PANTRY DESIGN,Giftware,SUP-1,0.59,0.85,7
22776,SWEETHEART CAKESTAND 3 TIER,Giftware,SUP-1,6.96,9.95,7
21810,CHRISTMAS HANGING STAR WITH BELL,Giftware,SUP-1,0.88,1.25,7
21197,MULTICOLOUR  CONFETTI IN TUBE,Giftware,SUP-1,1.15,1.65,7
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,Giftware,SUP-1,2.97,4.25,7
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,Giftware,SUP-1,8.92,12.75,7
21098,CHRISTMAS TOILET ROLL,Giftware,SUP-1,0.88,1.25,7
21192,WHITE BELL HONEYCOMB PAPER,Giftware,SUP-1,1.15,1.65,7
72800B,4 PURPLE FLOCK DINNER CANDLES,Giftware,SUP-1,1.78,2.55,7
84563A,PINK & WHITE BREAKFAST TRAY,Giftware,SUP-1,4.17,5.95,7
47504H,ENGLISH ROSE SPIRIT LEVEL,Giftware,SUP-1,1.36,1.95,7
21742,LARGE ROUND WICKER PLATTER,Giftware,SUP-1,4.17,5.95,7
22481,BLACK TEA TOWEL CLASSIC DESIGN,Giftware,SUP-1,0.88,1.25,7
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,Giftware,SUP-1,3.46,4.95,7
22699,ROSES REGENCY TEACUP AND SAUCER,Giftware,SUP-1,2.06,2.95,7
22217,T-LIGHT HOLDER HANGING LACE,Giftware,SUP-1,0.88,1.25,7
22227,HANGING HEART MIRROR DECORATION,Giftware,SUP-1,0.45,0.65,7
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,Giftware,SUP-1,2.06,2.95,7
21107,CREAM SLICE FLANNEL PINK SPOT,Giftware,SUP-1,2.06,2.95,7
22697,GREEN REGENCY TEACUP AND SAUCER,Giftware,SUP-1,2.06,2.95,7
21826,EIGHT PIECE DINOSAUR SET,Giftware,SUP-1,0.88,1.25,7
22548,HEADS AND TAILS SPORTING FUN,Giftware,SUP-1,0.88,1.25,7
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,Giftware,SUP-1,0.29,0.42,7
