transaction_id,sku,quantity,unit_price,total_amount,sale_date,channel
554-42-2417,sports-and-travel-95_44,10,95.44,1002.12,2019-01-09,offline
453-63-6187,electronic-accessories-27_50,3,27.5,86.63,2019-03-01,online
578-80-7669,sports-and-travel-74_97,1,74.97,78.72,2019-03-16,offline
612-36-5536,food-and-beverages-80_96,8,80.96,680.06,2019-02-17,offline
605-72-4132,food-and-beverages-94_47,8,94.47,793.55,2019-02-27,offline
471-41-2823,food-and-beverages-99_79,2,99.79,209.56,2019-03-07,online
462-67-9126,home-and-lifestyle-73_22,6,73.22,461.29,2019-01-21,offline
272-27-9238,food-and-beverages-41_24,4,41.24,173.21,2019-02-19,offline
834-25-9262,fashion-accessories-81_68,4,81.68,343.06,2019-01-06,offline
122-61-9553,electronic-accessories-51_32,9,51.32,484.97,2019-03-14,offline
468-88-0009,home-and-lifestyle-65_94,4,65.94,276.95,2019-03-24,offline
613-59-9758,sports-and-travel-14_36,10,14.36,150.78,2019-01-27,offline
254-31-0042,electronic-accessories-21_50,9,21.5,203.18,2019-03-06,offline
201-86-2184,electronic-accessories-26_26,7,26.26,193.01,2019-02-02,offline
261-12-8671,fashion-accessories-60_96,2,60.96,128.02,2019-01-25,offline
730-70-9830,home-and-lifestyle-70_11,6,70.11,441.69,2019-03-14,online
382-25-8917,fashion-accessories-42_08,6,42.08,265.1,2019-01-29,offline
422-29-8786,home-and-lifestyle-67_09,5,67.09,352.22,2019-01-03,offline
667-23-5919,fashion-accessories-96_70,5,96.7,507.68,2019-01-14,online
843-01-4703,home-and-lifestyle-35_38,9,35.38,334.34,2019-01-05,offline
743-88-1662,sports-and-travel-95_49,7,95.49,701.85,2019-02-22,online
595-86-2894,fashion-accessories-96_98,4,96.98,407.32,2019-02-06,online
182-69-8360,electronic-accessories-23_65,4,23.65,99.33,2019-01-30,offline
289-15-7034,sports-and-travel-82_33,4,82.33,345.79,2019-01-11,offline
462-78-5240,electronic-accessories-26_61,2,26.61,55.88,2019-03-19,offline
868-52-7573,food-and-beverages-99_69,5,99.69,523.37,2019-01-14,offline
153-58-4872,food-and-beverages-74_89,4,74.89,314.54,2019-03-01,online
662-72-2873,food-and-beverages-40_94,5,40.94,214.94,2019-01-06,online
525-88-7307,sports-and-travel-75_82,1,75.82,79.61,2019-01-31,offline
689-16-9784,food-and-beverages-46_77,6,46.77,294.65,2019-03-11,offline
725-56-0833,health-and-beauty-32_32,10,32.32,339.36,2019-02-20,offline
394-41-0748,fashion-accessories-54_07,9,54.07,510.96,2019-01-27,online
596-42-3999,food-and-beverages-18_22,7,18.22,133.92,2019-03-10,offline
541-89-9860,fashion-accessories-80_48,3,80.48,253.51,2019-02-15,offline
173-82-9529,fashion-accessories-37_95,10,37.95,398.48,2019-01-26,offline
563-36-9814,electronic-accessories-76_82,1,76.82,80.66,2019-02-13,online
308-47-4913,sports-and-travel-52_26,10,52.26,548.73,2019-03-09,offline
885-17-6250,health-and-beauty-79_74,1,79.74,83.73,2019-03-06,online
726-27-2396,health-and-beauty-77_50,5,77.5,406.88,2019-01-24,online
316-01-3952,food-and-beverages-54_27,5,54.27,284.92,2019-03-13,online
760-54-1821,home-and-lifestyle-13_59,9,13.59,128.43,2019-03-15,offline
793-10-3222,health-and-beauty-41_06,6,41.06,258.68,2019-03-05,offline
346-12-3257,electronic-accessories-19_24,9,19.24,181.82,2019-03-04,offline
110-05-6330,food-and-beverages-39_43,6,39.43,248.41,2019-03-25,offline
651-61-0874,home-and-lifestyle-46_22,4,46.22,194.12,2019-03-12,offline
236-86-3015,home-and-lifestyle-13_98,1,13.98,14.68,2019-02-04,online
831-64-0259,fashion-accessories-39_75,5,39.75,208.69,2019-02-22,online
587-03-7455,fashion-accessories-97_79,7,97.79,718.76,2019-02-16,online
882-40-4577,sports-and-travel-67_26,4,67.26,282.49,2019-01-19,offline
732-67-5346,food-and-beverages-13_79,5,13.79,72.4,2019-01-11,offline
725-32-9708,fashion-accessories-68_71,4,68.71,288.58,2019-01-04,offline
256-08-8343,home-and-lifestyle-56_53,4,56.53,237.43,2019-03-04,online
372-26-1506,fashion-accessories-23_82,5,23.82,125.06,2019-01-28,online
244-08-0162,health-and-beauty-34_21,10,34.21,359.2,2019-01-02,offline
569-71-4390,sports-and-travel-21_87,2,21.87,45.93,2019-01-25,online
132-23-6451,health-and-beauty-20_97,5,20.97,110.09,2019-01-04,offline
696-90-2548,sports-and-travel-25_84,3,25.84,81.4,2019-03-10,online
472-15-9636,home-and-lifestyle-50_93,8,50.93,427.81,2019-03-22,online
268-03-6164,health-and-beauty-96_11,1,96.11,100.92,2019-01-25,online
750-57-9686,home-and-lifestyle-45_38,4,45.38,190.6,2019-01-08,offline
186-09-3669,health-and-beauty-81_51,1,81.51,85.59,2019-01-22,online
848-07-1692,health-and-beauty-57_22,2,57.22,120.16,2019-01-12,online
745-71-3520,electronic-accessories-25_22,7,25.22,185.37,2019-02-04,offline
266-76-6436,food-and-beverages-38_60,3,38.6,121.59,2019-03-28,online
740-22-2500,electronic-accessories-84_05,3,84.05,264.76,2019-01-23,offline
271-88-8734,fashion-accessories-97_21,10,97.21,1020.71,2019-02-08,offline
301-81-8610,fashion-accessories-25_42,8,25.42,213.53,2019-03-19,offline
489-64-4354,fashion-accessories-16_28,1,16.28,17.09,2019-03-09,offline
198-84-7132,fashion-accessories-40_61,9,40.61,383.76,2019-01-02,offline
269-10-8440,health-and-beauty-53_17,7,53.17,390.8,2019-01-21,offline
650-98-6268,food-and-beverages-20_87,3,20.87,65.74,2019-03-20,offline
741-73-3559,sports-and-travel-67_27,5,67.27,353.17,2019-02-27,offline
325-77-6186,home-and-lifestyle-90_65,10,90.65,951.83,2019-03-08,online
286-75-7818,fashion-accessories-69_08,2,69.08,145.07,2019-01-31,offline
574-57-9721,food-and-beverages-43_27,2,43.27,90.87,2019-03-08,online
459-50-7686,electronic-accessories-23_46,6,23.46,147.8,2019-01-13,online
616-87-0016,fashion-accessories-95_54,7,95.54,702.22,2019-03-09,offline
837-55-7229,fashion-accessories-47_44,1,47.44,49.81,2019-02-22,offline
751-69-0068,sports-and-travel-99_24,9,99.24,937.82,2019-03-19,online
257-73-1380,sports-and-travel-82_93,4,82.93,348.31,2019-01-20,online
345-08-4992,home-and-lifestyle-33_99,6,33.99,214.14,2019-03-08,offline
549-96-4200,food-and-beverages-17_04,4,17.04,71.57,2019-03-08,online
810-60-6344,electronic-accessories-40_86,8,40.86,343.22,2019-02-07,offline
450-28-2866,food-and-beverages-17_44,5,17.44,91.56,2019-01-15,offline
394-30-3170,sports-and-travel-88_43,8,88.43,742.81,2019-03-22,offline
138-17-5109,home-and-lifestyle-89_21,9,89.21,843.03,2019-01-15,offline
192-98-7397,fashion-accessories-12_78,1,12.78,13.42,2019-01-08,online
301-11-9629,sports-and-travel-19_10,7,19.1,140.38,2019-01-15,offline
390-80-5128,health-and-beauty-19_15,1,19.15,20.11,2019-01-28,offline
235-46-8343,food-and-beverages-27_66,10,27.66,290.43,2019-02-14,offline
453-12-7053,fashion-accessories-45_74,3,45.74,144.08,2019-03-10,offline
296-11-7041,health-and-beauty-27_07,1,27.07,28.42,2019-01-12,offline
449-27-2918,sports-and-travel-39_12,1,39.12,41.08,2019-03-26,offline
891-01-7034,electronic-accessories-74_71,6,74.71,470.67,2019-01-01,offline
744-09-5786,electronic-accessories-22_01,6,22.01,138.66,2019-01-02,offline
727-17-0390,food-and-beverages-63_61,5,63.61,333.95,2019-03-16,online
568-88-3448,health-and-beauty-25_00,1,25,26.25,2019-03-03,online
187-83-5490,electronic-accessories-20_77,4,20.77,87.23,2019-01-31,offline
767-54-1907,fashion-accessories-29_56,5,29.56,155.19,2019-02-13,offline
710-46-4433,food-and-beverages-77_40,9,77.4,731.43,2019-02-15,offline
533-33-5337,electronic-accessories-79_39,10,79.39,833.6,2019-02-07,offline
325-90-8763,electronic-accessories-46_57,10,46.57,488.99,2019-01-27,offline
729-46-7422,food-and-beverages-35_89,1,35.89,37.68,2019-02-23,offline
639-76-1242,food-and-beverages-40_52,5,40.52,212.73,2019-02-03,offline
234-03-4040,food-and-beverages-73_05,10,73.05,767.02,2019-03-03,offline
326-71-2155,sports-and-travel-73_95,4,73.95,310.59,2019-02-03,offline
320-32-8842,food-and-beverages-22_62,1,22.62,23.75,2019-03-17,offline
470-32-9057,food-and-beverages-51_34,5,51.34,269.54,2019-03-28,offline
878-30-2331,sports-and-travel-54_55,10,54.55,572.77,2019-03-02,offline
440-59-5691,health-and-beauty-37_15,7,37.15,273.05,2019-02-08,offline
554-53-3790,sports-and-travel-37_02,6,37.02,233.23,2019-03-22,offline
746-19-0921,food-and-beverages-21_58,1,21.58,22.66,2019-02-09,online
233-34-0817,electronic-accessories-98_84,1,98.84,103.78,2019-02-15,offline
767-05-1286,home-and-lifestyle-83_77,6,83.77,527.75,2019-01-23,online
340-21-9136,sports-and-travel-40_05,4,40.05,168.21,2019-01-25,offline
405-31-3305,fashion-accessories-43_13,10,43.13,452.87,2019-02-02,offline
731-59-7531,health-and-beauty-72_57,8,72.57,609.59,2019-03-30,offline
676-39-6028,electronic-accessories-64_44,5,64.44,338.31,2019-03-30,offline
502-05-1910,health-and-beauty-65_18,3,65.18,205.32,2019-02-25,offline
485-30-8700,sports-and-travel-33_26,5,33.26,174.62,2019-03-18,offline
598-47-9715,electronic-accessories-84_07,4,84.07,353.09,2019-03-07,online
701-69-8742,sports-and-travel-34_37,10,34.37,360.88,2019-03-16,online
575-67-1508,electronic-accessories-38_60,1,38.6,40.53,2019-01-29,online
541-08-3113,food-and-beverages-65_97,8,65.97,554.15,2019-02-02,offline
246-11-3901,electronic-accessories-32_80,10,32.8,344.4,2019-02-15,offline
674-15-9296,sports-and-travel-37_14,5,37.14,194.99,2019-01-08,online
305-18-3552,home-and-lifestyle-60_38,10,60.38,633.99,2019-02-12,offline
493-65-6248,sports-and-travel-36_98,10,36.98,388.29,2019-01-01,offline
438-01-4015,sports-and-travel-49_49,4,49.49,207.86,2019-03-21,online
709-58-4068,fashion-accessories-41_09,10,41.09,431.44,2019-02-28,offline
795-49-7276,fashion-accessories-37_15,4,37.15,156.03,2019-03-23,online
556-72-8512,home-and-lifestyle-22_96,1,22.96,24.11,2019-01-30,offline
627-95-3243,home-and-lifestyle-77_68,9,77.68,734.08,2019-02-04,online
686-41-0932,fashion-accessories-34_70,2,34.7,72.87,2019-03-13,online
510-09-5628,fashion-accessories-19_66,10,19.66,206.43,2019-03-15,offline
608-04-3797,health-and-beauty-25_32,8,25.32,212.69,2019-03-05,online
148-82-2527,home-and-lifestyle-12_12,10,12.12,127.26,2019-03-05,offline
437-53-3084,fashion-accessories-99_89,2,99.89,209.77,2019-02-26,online
632-32-4574,sports-and-travel-75_92,8,75.92,637.73,2019-03-20,offline
556-97-7101,electronic-accessories-63_22,2,63.22,132.76,2019-01-01,offline
862-59-8517,food-and-beverages-90_24,6,90.24,568.51,2019-01-27,offline
401-18-8016,sports-and-travel-98_13,1,98.13,103.04,2019-01-21,offline
420-18-8989,sports-and-travel-51_52,8,51.52,432.77,2019-02-02,offline
277-63-2961,sports-and-travel-73_97,1,73.97,77.67,2019-02-03,offline
573-98-8548,fashion-accessories-31_90,1,31.9,33.49,2019-01-05,online
620-02-2046,home-and-lifestyle-69_40,2,69.4,145.74,2019-01-27,online
282-35-2475,sports-and-travel-93_31,2,93.31,195.95,2019-03-25,offline
511-54-3087,sports-and-travel-88_45,1,88.45,92.87,2019-02-25,offline
726-29-6793,electronic-accessories-24_18,8,24.18,203.11,2019-01-28,online
387-49-4215,sports-and-travel-48_50,3,48.5,152.78,2019-01-08,offline
862-17-9201,food-and-beverages-84_05,6,84.05,529.51,2019-01-29,offline
291-21-5991,health-and-beauty-61_29,5,61.29,321.77,2019-03-29,offline
602-80-9671,home-and-lifestyle-15_95,6,15.95,100.48,2019-02-09,offline
347-72-6115,sports-and-travel-90_74,7,90.74,666.94,2019-01-16,offline
209-61-0206,home-and-lifestyle-42_91,5,42.91,225.28,2019-01-05,online
595-27-4851,fashion-accessories-54_28,7,54.28,398.96,2019-01-27,online
189-52-0236,electronic-accessories-99_55,7,99.55,731.69,2019-03-14,offline
503-07-0930,sports-and-travel-58_39,7,58.39,429.17,2019-02-23,offline
413-20-6708,fashion-accessories-51_47,1,51.47,54.04,2019-03-18,online
425-85-2085,health-and-beauty-54_86,5,54.86,288.01,2019-03-29,online
521-18-7827,home-and-lifestyle-39_39,5,39.39,206.8,2019-01-22,offline
220-28-1851,home-and-lifestyle-34_73,2,34.73,72.93,2019-03-01,online
600-38-9738,sports-and-travel-71_92,5,71.92,377.58,2019-01-17,offline
734-91-1155,electronic-accessories-45_71,3,45.71,143.99,2019-03-26,offline
451-28-5717,home-and-lifestyle-83_17,6,83.17,523.97,2019-03-20,offline
609-81-8548,home-and-lifestyle-37_44,6,37.44,235.87,2019-02-06,offline
133-14-7229,health-and-beauty-62_87,2,62.87,132.03,2019-01-01,offline
534-01-4457,food-and-beverages-81_71,6,81.71,514.77,2019-01-27,offline
719-89-8991,sports-and-travel-91_41,5,91.41,479.9,2019-02-25,online
286-62-6248,fashion-accessories-39_21,4,39.21,164.68,2019-01-16,offline
339-38-9982,fashion-accessories-59_86,2,59.86,125.71,2019-01-13,online
827-44-5872,food-and-beverages-54_36,10,54.36,570.78,2019-02-07,offline
827-77-7633,sports-and-travel-98_09,9,98.09,926.95,2019-02-17,offline
287-83-1405,health-and-beauty-25_43,6,25.43,160.21,2019-02-12,online
435-13-4908,fashion-accessories-86_68,8,86.68,728.11,2019-01-24,offline
857-67-9057,electronic-accessories-22_95,10,22.95,240.97,2019-02-06,online
236-27-1144,food-and-beverages-16_31,9,16.31,154.13,2019-03-26,online
892-05-6689,home-and-lifestyle-28_32,5,28.32,148.68,2019-03-11,online
583-41-4548,home-and-lifestyle-16_67,7,16.67,122.52,2019-02-07,online
339-12-4827,fashion-accessories-73_96,1,73.96,77.66,2019-01-05,offline
643-38-7867,home-and-lifestyle-97_94,1,97.94,102.84,2019-03-07,online
308-81-0538,fashion-accessories-73_05,4,73.05,306.81,2019-02-25,offline
358-88-9262,food-and-beverages-87_48,6,87.48,551.12,2019-02-01,online
460-35-4390,home-and-lifestyle-30_68,3,30.68,96.64,2019-01-22,online
343-87-0864,health-and-beauty-75_88,1,75.88,79.67,2019-01-03,offline
173-50-1108,sports-and-travel-20_18,4,20.18,84.76,2019-02-13,offline
243-47-2663,electronic-accessories-18_77,6,18.77,118.25,2019-01-28,offline
841-18-8232,food-and-beverages-71_20,1,71.2,74.76,2019-01-05,offline
701-23-5550,home-and-lifestyle-38_81,4,38.81,163,2019-03-19,online
647-50-1224,fashion-accessories-29_42,10,29.42,308.91,2019-01-12,online
541-48-8554,sports-and-travel-60_95,9,60.95,575.98,2019-01-07,offline
539-21-7227,sports-and-travel-51_54,5,51.54,270.58,2019-01-26,offline
213-32-1216,electronic-accessories-66_06,6,66.06,416.18,2019-01-23,offline
747-58-7183,fashion-accessories-57_27,3,57.27,180.4,2019-02-09,online
582-52-8065,fashion-accessories-54_31,9,54.31,513.23,2019-02-22,offline
210-57-1719,health-and-beauty-58_24,9,58.24,550.37,2019-02-05,offline
399-69-4630,electronic-accessories-22_21,6,22.21,139.92,2019-03-07,offline
134-75-2619,electronic-accessories-19_32,7,19.32,142,2019-03-25,offline
356-44-8813,home-and-lifestyle-37_48,3,37.48,118.06,2019-01-20,offline
198-66-9832,fashion-accessories-72_04,2,72.04,151.28,2019-02-04,offline
283-26-5248,food-and-beverages-98_52,10,98.52,1034.46,2019-01-30,online
712-39-0363,food-and-beverages-41_66,6,41.66,262.46,2019-01-02,online
218-59-9410,home-and-lifestyle-72_42,3,72.42,228.12,2019-03-29,online
174-75-0888,electronic-accessories-21_58,9,21.58,203.93,2019-03-14,offline
866-99-7614,food-and-beverages-89_20,10,89.2,936.6,2019-02-11,offline
134-54-4720,electronic-accessories-42_42,8,42.42,356.33,2019-01-30,online
760-90-2357,electronic-accessories-74_51,6,74.51,469.41,2019-03-20,online
514-37-2845,fashion-accessories-99_25,2,99.25,208.43,2019-03-20,offline
698-98-5964,food-and-beverages-81_21,10,81.21,852.71,2019-01-17,offline
718-57-9773,sports-and-travel-49_33,10,49.33,517.97,2019-02-03,offline
651-88-7328,fashion-accessories-65_74,9,65.74,621.24,2019-01-01,offline
241-11-2261,fashion-accessories-79_86,7,79.86,586.97,2019-01-10,offline
408-26-9866,sports-and-travel-73_98,7,73.98,543.75,2019-03-02,online
834-83-1826,home-and-lifestyle-82_04,5,82.04,430.71,2019-02-25,offline
343-61-3544,sports-and-travel-26_67,10,26.67,280.04,2019-01-29,offline
239-48-4278,food-and-beverages-10_13,7,10.13,74.46,2019-03-10,online
355-34-6244,food-and-beverages-72_39,2,72.39,152.02,2019-01-13,offline
550-84-8664,sports-and-travel-85_91,5,85.91,451.03,2019-03-22,offline
339-96-8318,fashion-accessories-81_31,7,81.31,597.63,2019-03-01,online
458-61-0011,food-and-beverages-60_30,4,60.3,253.26,2019-02-20,offline
592-34-6155,food-and-beverages-31_77,4,31.77,133.43,2019-01-14,online
797-88-0493,health-and-beauty-64_27,4,64.27,269.93,2019-03-26,offline
207-73-1363,health-and-beauty-69_51,2,69.51,145.97,2019-03-01,online
390-31-6381,food-and-beverages-27_22,3,27.22,85.74,2019-01-07,offline
443-82-0585,health-and-beauty-77_68,4,77.68,326.26,2019-02-01,offline
339-18-7061,fashion-accessories-92_98,2,92.98,195.26,2019-02-13,offline
359-90-3665,fashion-accessories-18_08,4,18.08,75.94,2019-01-14,offline
375-72-3056,sports-and-travel-63_06,3,63.06,198.64,2019-01-19,online
127-47-6963,health-and-beauty-51_71,4,51.71,217.18,2019-03-09,offline
278-86-2735,food-and-beverages-52_34,3,52.34,164.87,2019-03-27,offline
695-28-6250,sports-and-travel-43_06,5,43.06,226.06,2019-02-04,online
379-17-6588,fashion-accessories-59_61,10,59.61,625.9,2019-03-14,offline
227-50-3718,health-and-beauty-14_62,5,14.62,76.75,2019-03-04,offline
302-15-2162,health-and-beauty-46_53,6,46.53,293.14,2019-03-03,offline
788-07-8452,home-and-lifestyle-24_24,7,24.24,178.16,2019-01-27,online
560-49-6611,sports-and-travel-45_58,1,45.58,47.86,2019-02-07,offline
880-35-0356,sports-and-travel-75_20,3,75.2,236.88,2019-02-05,online
585-11-6748,sports-and-travel-96_80,3,96.8,304.92,2019-03-15,offline
470-31-3286,health-and-beauty-14_82,3,14.82,46.68,2019-03-01,offline
152-68-2907,food-and-beverages-52_20,3,52.2,164.43,2019-02-15,offline
123-35-4896,sports-and-travel-46_66,9,46.66,440.94,2019-02-17,online
258-69-7810,fashion-accessories-36_85,5,36.85,193.46,2019-01-26,offline
334-64-2006,home-and-lifestyle-70_32,2,70.32,147.67,2019-03-24,online
219-61-4139,electronic-accessories-83_08,1,83.08,87.23,2019-01-23,online
881-41-7302,fashion-accessories-64_99,1,64.99,68.24,2019-01-26,offline
373-09-4567,food-and-beverages-77_56,10,77.56,814.38,2019-03-14,online
642-30-6693,sports-and-travel-54_51,6,54.51,343.41,2019-03-17,online
484-22-8230,fashion-accessories-51_89,7,51.89,381.39,2019-01-08,offline
830-58-2383,home-and-lifestyle-31_75,4,31.75,133.35,2019-02-08,offline
559-98-9873,fashion-accessories-53_65,7,53.65,394.33,2019-02-10,online
544-32-5024,food-and-beverages-49_79,4,49.79,209.12,2019-03-28,offline
318-12-0304,fashion-accessories-30_61,1,30.61,32.14,2019-01-23,online
349-97-8902,food-and-beverages-57_89,2,57.89,121.57,2019-01-17,online
421-95-9805,electronic-accessories-28_96,1,28.96,30.41,2019-02-07,offline
277-35-5865,food-and-beverages-98_97,9,98.97,935.27,2019-03-09,offline
789-23-8625,fashion-accessories-93_22,3,93.22,293.64,2019-01-24,offline
284-54-4231,sports-and-travel-80_93,1,80.93,84.98,2019-01-19,offline
443-59-0061,food-and-beverages-67_45,10,67.45,708.23,2019-02-03,online
509-29-3912,sports-and-travel-38_72,9,38.72,365.9,2019-03-20,online
327-40-9673,sports-and-travel-72_60,6,72.6,457.38,2019-01-13,offline
840-19-2096,electronic-accessories-87_91,5,87.91,461.53,2019-03-14,online
828-46-6863,food-and-beverages-98_53,6,98.53,620.74,2019-01-23,offline
641-96-3695,fashion-accessories-43_46,6,43.46,273.8,2019-02-07,online
420-97-3340,food-and-beverages-71_68,3,71.68,225.79,2019-03-28,offline
436-54-4512,food-and-beverages-91_61,1,91.61,96.19,2019-03-20,offline
670-79-6321,home-and-lifestyle-94_59,7,94.59,695.24,2019-01-17,offline
852-62-7105,fashion-accessories-83_25,10,83.25,874.13,2019-01-12,offline
598-06-7312,fashion-accessories-91_35,1,91.35,95.92,2019-02-16,offline
135-13-8269,food-and-beverages-78_88,2,78.88,165.65,2019-01-26,offline
816-57-2053,sports-and-travel-60_87,2,60.87,127.83,2019-03-09,online
628-90-8624,health-and-beauty-82_58,10,82.58,867.09,2019-03-14,offline
856-66-2701,home-and-lifestyle-53_30,3,53.3,167.9,2019-01-25,online
308-39-1707,fashion-accessories-12_09,1,12.09,12.69,2019-01-26,offline
149-61-1929,sports-and-travel-64_19,10,64.19,674,2019-01-19,offline
655-07-2265,electronic-accessories-78_31,3,78.31,246.68,2019-03-05,online
589-02-8023,food-and-beverages-83_77,2,83.77,175.92,2019-01-15,offline
420-04-7590,home-and-lifestyle-99_70,3,99.7,314.06,2019-03-18,online
182-88-2763,food-and-beverages-79_91,3,79.91,251.72,2019-03-20,offline
188-55-0967,health-and-beauty-66_47,10,66.47,697.93,2019-01-15,offline
610-46-4100,health-and-beauty-28_95,7,28.95,212.78,2019-03-03,offline
318-81-2368,electronic-accessories-46_20,1,46.2,48.51,2019-03-19,offline
364-33-8584,food-and-beverages-17_63,5,17.63,92.56,2019-03-08,offline
665-63-9737,fashion-accessories-52_42,3,52.42,165.12,2019-02-27,online
695-09-5146,food-and-beverages-98_79,3,98.79,311.19,2019-02-23,online
155-45-3814,electronic-accessories-88_55,8,88.55,743.82,2019-03-19,online
794-32-2436,electronic-accessories-55_67,2,55.67,116.91,2019-03-27,online
131-15-8856,food-and-beverages-72_52,8,72.52,609.17,2019-03-30,offline
273-84-2164,electronic-accessories-12_05,5,12.05,63.26,2019-02-16,online
706-36-6154,home-and-lifestyle-19_36,9,19.36,182.95,2019-01-18,online
778-89-7974,health-and-beauty-70_21,6,70.21,442.32,2019-03-30,offline
574-31-8277,fashion-accessories-33_63,1,33.63,35.31,2019-03-20,offline
859-71-0933,sports-and-travel-15_49,2,15.49,32.53,2019-01-16,offline
740-11-5257,electronic-accessories-24_74,10,24.74,259.77,2019-02-24,offline
369-82-2676,electronic-accessories-75_66,5,75.66,397.21,2019-01-15,online
563-47-4072,health-and-beauty-55_81,6,55.81,351.6,2019-01-22,offline
742-04-5161,home-and-lifestyle-72_78,10,72.78,764.19,2019-02-03,offline
149-15-7606,sports-and-travel-37_32,9,37.32,352.67,2019-03-06,online
133-77-3154,fashion-accessories-60_18,4,60.18,252.76,2019-02-16,offline
169-52-4504,electronic-accessories-15_69,3,15.69,49.42,2019-03-14,offline
250-81-7186,electronic-accessories-99_69,1,99.69,104.67,2019-02-27,offline
562-12-5430,fashion-accessories-88_15,3,88.15,277.67,2019-01-18,online
816-72-8853,sports-and-travel-27_93,5,27.93,146.63,2019-01-29,offline
491-38-3499,fashion-accessories-55_45,1,55.45,58.22,2019-02-26,offline
322-02-2271,sports-and-travel-42_97,3,42.97,135.36,2019-02-03,offline
842-29-4695,sports-and-travel-17_14,7,17.14,125.98,2019-01-16,offline
725-67-2480,fashion-accessories-58_75,6,58.75,370.13,2019-03-24,offline
641-51-2661,food-and-beverages-87_10,10,87.1,914.55,2019-02-12,offline
714-02-3114,sports-and-travel-98_80,2,98.8,207.48,2019-02-21,offline
518-17-2983,fashion-accessories-48_63,4,48.63,204.25,2019-02-04,online
779-42-2410,food-and-beverages-57_74,3,57.74,181.88,2019-02-20,online
190-14-3147,health-and-beauty-17_97,4,17.97,75.47,2019-02-23,online
408-66-6712,health-and-beauty-47_71,6,47.71,300.57,2019-02-16,online
679-22-6530,sports-and-travel-40_62,2,40.62,85.3,2019-01-17,offline
588-47-8641,fashion-accessories-56_04,10,56.04,588.42,2019-01-14,online
642-61-4706,food-and-beverages-93_40,2,93.4,196.14,2019-03-30,offline
576-31-4774,health-and-beauty-73_41,3,73.41,231.24,2019-03-02,online
556-41-6224,health-and-beauty-33_64,8,33.64,282.58,2019-02-15,offline
811-03-8790,electronic-accessories-45_48,10,45.48,477.54,2019-03-01,offline
242-11-3142,fashion-accessories-83_77,2,83.77,175.92,2019-02-24,offline
752-23-3760,sports-and-travel-64_08,7,64.08,470.99,2019-02-19,offline
274-05-5470,food-and-beverages-73_47,4,73.47,308.57,2019-02-23,offline
648-94-3045,health-and-beauty-58_95,10,58.95,618.98,2019-02-07,online
130-67-4723,food-and-beverages-48_50,6,48.5,305.55,2019-01-11,online
528-87-5606,electronic-accessories-39_48,1,39.48,41.45,2019-02-12,offline
320-85-2052,sports-and-travel-34_81,1,34.81,36.55,2019-01-14,offline
370-96-0655,fashion-accessories-49_32,6,49.32,310.72,2019-01-09,online
105-10-6182,fashion-accessories-21_48,2,21.48,45.11,2019-02-27,online
510-79-0415,sports-and-travel-23_08,6,23.08,145.4,2019-01-24,online
241-96-5076,home-and-lifestyle-49_10,2,49.1,103.11,2019-01-08,offline
767-97-4650,sports-and-travel-64_83,2,64.83,136.14,2019-01-08,offline
648-83-1321,home-and-lifestyle-63_56,10,63.56,667.38,2019-01-16,offline
173-57-2300,sports-and-travel-72_88,2,72.88,153.05,2019-03-13,offline
305-03-2383,food-and-beverages-67_10,3,67.1,211.37,2019-02-15,offline
394-55-6384,sports-and-travel-70_19,9,70.19,663.3,2019-01-25,offline
266-20-6657,food-and-beverages-55_04,7,55.04,404.54,2019-03-12,online
689-05-1884,health-and-beauty-48_63,10,48.63,510.62,2019-03-04,offline
196-01-2849,fashion-accessories-73_38,7,73.38,539.34,2019-02-10,offline
372-62-5264,food-and-beverages-52_60,9,52.6,497.07,2019-01-16,offline
800-09-8606,home-and-lifestyle-87_37,5,87.37,458.69,2019-01-29,offline
182-52-7000,sports-and-travel-27_04,4,27.04,113.57,2019-01-01,online
826-58-8051,home-and-lifestyle-62_19,4,62.19,261.2,2019-01-06,online
868-06-0466,electronic-accessories-69_58,9,69.58,657.53,2019-02-19,offline
751-41-9720,home-and-lifestyle-97_50,10,97.5,1023.75,2019-01-12,online
626-43-7888,fashion-accessories-60_41,8,60.41,507.44,2019-02-07,online
176-64-7711,food-and-beverages-32_32,3,32.32,101.81,2019-03-27,offline
191-29-0321,fashion-accessories-19_77,10,19.77,207.59,2019-02-27,offline
729-06-2010,health-and-beauty-80_47,9,80.47,760.44,2019-01-06,offline
640-48-5028,home-and-lifestyle-88_39,9,88.39,835.29,2019-03-02,offline
186-79-9562,health-and-beauty-71_77,7,71.77,527.51,2019-03-29,offline
834-45-5519,electronic-accessories-43_00,4,43,180.6,2019-01-31,online
162-65-8559,food-and-beverages-68_98,1,68.98,72.43,2019-01-21,offline
760-27-5490,fashion-accessories-15_62,8,15.62,131.21,2019-01-20,online
445-30-9252,sports-and-travel-25_70,3,25.7,80.95,2019-01-17,online
786-94-2700,food-and-beverages-80_62,6,80.62,507.91,2019-02-28,offline
728-88-7867,home-and-lifestyle-75_53,4,75.53,317.23,2019-03-19,online
183-21-3799,electronic-accessories-77_63,9,77.63,733.6,2019-02-19,online
268-20-3585,health-and-beauty-13_85,9,13.85,130.88,2019-02-04,online
735-32-9839,fashion-accessories-98_70,8,98.7,829.08,2019-01-31,online
258-92-7466,health-and-beauty-35_68,5,35.68,187.32,2019-02-06,offline
